name,websites,emails,phones,gmaps link,complete address
TACO FELIX 2,https://tacofelix2.shop/,tacofelix2.shop@gmail.com,+1 662-470-7121,https://www.google.com/maps/place/TACO+FELIX+2/data=!4m7!3m6!1s0x887f89d688eb2359:0xaea35f32bd48b86d!8m2!3d34.9564909!4d-89.9893092!16s%2Fg%2F11h_11f80c!19sChIJWSPriNaJf4gRbbhIvTJfo64?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6572 Airways Blvd, Southaven, MS 38671, United States"
Chick-fil-A,https://www.chick-fil-a.com/locations/ms/southaven?utm_source=google&utm_medium=gmb,CFA_469276_Q2-Catering_Kitchen-Nuggets-Reheatable-A_US_Web_Footer_Desktop_692x637@2x.jpg,+1 662-349-3587,https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x887f89e4b8884811:0x6d5e067d35fd430a!8m2!3d34.96208!4d-89.9940703!16s%2Fg%2F1tdyrk69!19sChIJEUiIuOSJf4gRCkP9NX0GXm0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"235 Goodman Rd W, Southaven, MS 38671, United States"
El Agave Mexican Restaurants - South Haven,https://elagavemexicanrestaurants.com/elagavesouthaven?utm_source=google,,+1 662-513-0796,https://www.google.com/maps/place/El+Agave+Mexican+Restaurants+-+South+Haven/data=!4m7!3m6!1s0x887f89f1ef7a3753:0x95b32a44e0751890!8m2!3d34.9534614!4d-89.9907827!16s%2Fg%2F11fvhbbpm4!19sChIJUzd67_GJf4gRkBh14EQqs5U?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6365 Airways Blvd, Southaven, MS 38671, United States"
Gus's World Famous Fried Chicken,http://gusfriedchicken.com/southaven-mississippi-location/,,+1 662-349-2200,https://www.google.com/maps/place/Gus%27s+World+Famous+Fried+Chicken/data=!4m7!3m6!1s0x887f898e1a635485:0xda3672a13313cf66!8m2!3d34.9618106!4d-89.9756015!16s%2Fg%2F1ptykjl4b!19sChIJhVRjGo6Jf4gRZs8TM6FyNto?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"787 Goodman Rd E, Southaven, MS 38671, United States"
Jim Neely's Interstate Bar-B-Q,http://www.interstatebarbecue.com/contactus,,+1 662-393-5699,https://www.google.com/maps/place/Jim+Neely%27s+Interstate+Bar-B-Q/data=!4m7!3m6!1s0x887f89d2fa26460d:0x1cd6177efbfd219f!8m2!3d34.9922899!4d-89.9925143!16s%2Fg%2F1wrgkxyv!19sChIJDUYm-tKJf4gRnyH9-34X1hw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"150 Stateline Rd W, Southaven, MS 38671, United States"
Rancho Grande Mexican Restaurant,https://www.ranchograndemexicanrestaurants.com/,,+1 662-253-8950,https://www.google.com/maps/place/Rancho+Grande+Mexican+Restaurant/data=!4m7!3m6!1s0x887f895a5b6371ff:0xcaa2d9363a5d2258!8m2!3d34.9583113!4d-89.93615!16s%2Fg%2F11c6cg_4q2!19sChIJ_3FjW1qJf4gRWCJdOjbZoso?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6714 Getwell Rd, Southaven, MS 38672, United States"
Dixie Queen,https://dixiequeen.wixsite.com/dixiequeen,,+1 662-393-7040,https://www.google.com/maps/place/Dixie+Queen/data=!4m7!3m6!1s0x887f8a0a1078b9af:0x8d5e163a33c5262d!8m2!3d34.9346398!4d-89.9989903!16s%2Fg%2F1vhq4gk1!19sChIJr7l4EAqKf4gRLSbFMzoWXo0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"5066 Pepper Chase Dr, Southaven, MS 38671, United States"
Whataburger,https://locations.whataburger.com/ms/southaven/176-goodman-rd-e.html/?utm_source=yextpages&utm_medium=locallistings&utm_campaign=yextpages,,+1 662-655-0210,https://www.google.com/maps/place/Whataburger/data=!4m7!3m6!1s0x887f893d4680ab21:0x6d9f7df6894d100d!8m2!3d34.963287!4d-89.987657!16s%2Fg%2F11t4g4btt0!19sChIJIauARj2Jf4gRDRBNifZ9n20?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"176 Goodman Rd E, Southaven, MS 38671, United States"
Trusty Nutrition,https://www.facebook.com/TrustyNutritionMS,,+1 662-536-6976,https://www.google.com/maps/place/Trusty+Nutrition/data=!4m7!3m6!1s0x887f89e1a1bc2ba1:0xd23a2390f5e03fbf!8m2!3d34.9631223!4d-89.9793778!16s%2Fg%2F11pqh63xfc!19sChIJoSu8oeGJf4gRvz_g9ZAjOtI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"576 Goodman Rd E, Southaven, MS 38671, United States"
Sensational Wings & Things,,,+1 662-470-4248,https://www.google.com/maps/place/Sensational+Wings+%26+Things/data=!4m7!3m6!1s0x87d5627d141f6143:0xb25235e51ff44f59!8m2!3d34.9928675!4d-90.0077025!16s%2Fg%2F11b5qtmblr!19sChIJQ2EfFH1i1YcRWU_0H-U1UrI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"9050 Millbranch Rd, Southaven, MS 38671, United States"
Wings House,http://www.wingshousems.com/,,+1 662-510-8439,https://www.google.com/maps/place/Wings+House/data=!4m7!3m6!1s0x87d561e606cf56d3:0x4c396e969eb7e0fc!8m2!3d34.9341019!4d-90.008804!16s%2Fg%2F11hd_7dwjt!19sChIJ01bPBuZh1YcR_OC3npZuOUw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"1046 Church Rd W #111, Southaven, MS 38671, United States"
Georgia Blue,https://georgiablue.net/,,+1 662-612-2583,https://www.google.com/maps/place/Georgia+Blue/data=!4m7!3m6!1s0x887f89c03fda9dd9:0x1b23e62bbff67fc2!8m2!3d34.953543!4d-89.9373899!16s%2Fg%2F11kq1c0hx_!19sChIJ2Z3aP8CJf4gRwn_2vyvmIxs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6389 Getwell Rd, Southaven, MS 38672, United States"
Back Yard Burgers,https://www.backyardburgers.com/locations/southaven-ms,,+1 662-349-8695,https://www.google.com/maps/place/Back+Yard+Burgers/data=!4m7!3m6!1s0x887f89e527411225:0x3a90b9cfb4a250d!8m2!3d34.9622422!4d-89.9925917!16s%2Fg%2F1tq4rvhh!19sChIJJRJBJ-WJf4gRDSVK-5wLqQM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"165 Goodman Rd W, Southaven, MS 38671, United States"
3 Guys Pizza Pies,https://3-guys-pizza-pies.popmenu.com/,"ef5d9bbac3354b759bfd7a23c3313b3f@o244637.ingest.us.sentry.io, 3gpizzapies@gmail.com",+1 662-470-5942,https://www.google.com/maps/place/3+Guys+Pizza+Pies/data=!4m7!3m6!1s0x87d561e609e2db93:0x39b58372cf2713e6!8m2!3d34.934077!4d-90.0096501!16s%2Fg%2F113gh5t8z!19sChIJk9viCeZh1YcR5hMnz3KDtTk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"1100 Church Rd W #121, Southaven, MS 38671, United States"
Five Guys,https://restaurants.fiveguys.com/175-west-goodman-road,,+1 662-548-5368,https://www.google.com/maps/place/Five+Guys/data=!4m7!3m6!1s0x887f89fad67e7eff:0x86057d3599d90339!8m2!3d34.9611648!4d-89.9928438!16s%2Fg%2F11b6p6p18c!19sChIJ_35-1vqJf4gROQPZmTV9BYY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"175 Goodman Rd W, Southaven, MS 38671, United States"
Krystal,https://locations.krystal.com/ms/southaven/70-goodman-road,,+1 662-349-0033,https://www.google.com/maps/place/Krystal/data=!4m7!3m6!1s0x887f89eff1863287:0xd1d60b1f0381e6db!8m2!3d34.9630657!4d-89.9910481!16s%2Fg%2F1tfnts3j!19sChIJhzKG8e-Jf4gR2-aBAx8L1tE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"70 Goodman Rd W, Southaven, MS 38671, United States"
Kublai Khan,https://kublaikhanms.com/,,+1 662-470-5638,https://www.google.com/maps/place/Kublai+Khan/data=!4m7!3m6!1s0x887f898d649e1d91:0xc12b8e816e4cff2!8m2!3d34.9656763!4d-89.9890796!16s%2Fg%2F11pcv3fyz0!19sChIJkR2eZI2Jf4gR8s_kFui4Egw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"7204 Airways Blvd, Southaven, MS 38671, United States"
Maria's Cantina,http://www.mariascantina.com/,email@example.com,+1 662-772-5926,https://www.google.com/maps/place/Maria%27s+Cantina/data=!4m7!3m6!1s0x887f89f01ba6c8d9:0x5ebea6e838932e15!8m2!3d34.9592319!4d-89.9907098!16s%2Fg%2F1tfvtp_g!19sChIJ2cimG_CJf4gRFS6TOOimvl4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6717 Airways Blvd Ste 102, Southaven, MS 38671, United States"
Red Hook Cajun Seafood & Bar (Southaven),https://www.redhookseafood.com/,"winchester@redhookseafood.com, poplar@redhookseafood.com, wolfchase@redhookseafood.com, southaven@redhookseafood.com, elvis@redhookseafood.com, sanantonio@redhookseafood.com, jackson@redhookseafood.com, info@redhookseafood.com, career@redhookseafood.com",+1 662-470-6534,https://www.google.com/maps/place/Red+Hook+Cajun+Seafood+%26+Bar+%28Southaven%29/data=!4m7!3m6!1s0x887f89229a2d994b:0x74647d6855610087!8m2!3d34.9639686!4d-89.9904912!16s%2Fg%2F11qs5_lz7h!19sChIJS5ktmiKJf4gRhwBhVWh9ZHQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"7065 Airways Blvd Ste 101, Southaven, MS 38671, United States"
Poke World - Southaven,https://pokeworlds.com/,"olivebranch@pokeworlds.com, southaven@pokeworlds.com, eastmemphis@pokeworlds.com, cordova@pokeworlds.com, midtownmemphis@pokeworlds.com, info@pokeworlds.com, career@pokeworlds.com, franchise@pokeworlds.com",+1 662-470-6607,https://www.google.com/maps/place/Poke+World+-+Southaven/data=!4m7!3m6!1s0x887f89a65c6e0e01:0xe5c6382bf6253645!8m2!3d34.9611015!4d-89.9906005!16s%2Fg%2F11t9hn3xdp!19sChIJAQ5uXKaJf4gRRTYl9is4xuU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"35 Goodman Rd W Ste I, Southaven, MS 38671, United States"
Italia Pizza Cafe,http://italiapizzacafe.co/,,+1 662-470-5191,https://www.google.com/maps/place/Italia+Pizza+Cafe/data=!4m7!3m6!1s0x887f89e275ea99a3:0x33b8abe8c74bdf76!8m2!3d34.9630961!4d-89.9671275!16s%2Fg%2F1tf6y33x!19sChIJo5nqdeKJf4gRdt9Lx-iruDM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"1306 Goodman Rd E #101, Southaven, MS 38671, United States"
Red Pier Cajun Seafood & Bar - Church Rd / Pepper Chase,https://www.redpierseafood.com/,,+1 662-470-5991,https://www.google.com/maps/place/Red+Pier+Cajun+Seafood+%26+Bar+-+Church+Rd+%2F+Pepper+Chase/data=!4m7!3m6!1s0x87d561ec4bbdc8bf:0xb9712c74989dc069!8m2!3d34.9331326!4d-90.0001093!16s%2Fg%2F11ry2r7y2p!19sChIJv8i9S-xh1YcRacCdmHQscbk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"4975 Pepper Chase Dr, Southaven, MS 38671, United States"
Smackers,http://www.smackersmemphis.com/,,+1 662-670-9077,https://www.google.com/maps/place/Smackers/data=!4m7!3m6!1s0x887f898ff06bc2f7:0xd8c363a305c82842!8m2!3d34.9631937!4d-89.9864179!16s%2Fg%2F11tmkds8hm!19sChIJ98Jr8I-Jf4gRQijIBaNjw9g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"200 Goodman Rd E #103, Southaven, MS 38671, United States"
Sids Fast Break,,,+1 662-342-0100,https://www.google.com/maps/place/Sids+Fast+Break/data=!4m7!3m6!1s0x87d5626b13e25abf:0x1626a99bd93b60e!8m2!3d34.974487!4d-90.0154419!16s%2Fg%2F11v6d8bdj_!19sChIJv1riE2ti1YcRDraTvZlqYgE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"7820 US-51, Southaven, MS 38671, United States"
Ez2Go Chicken and Deli,,,+1 662-393-9945,https://www.google.com/maps/place/Ez2Go+Chicken+and+Deli/data=!4m7!3m6!1s0x887f89fcb4e16005:0xd4f18641130d4982!8m2!3d34.9914365!4d-89.999235!16s%2Fg%2F11v184hv9r!19sChIJBWDhtPyJf4gRgkkNE0GG8dQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"541 Stateline Rd W, Southaven, MS 38671, United States"
Casa Mexicana,https://casamexicanams.com/,,+1 662-280-5160,https://www.google.com/maps/place/Casa+Mexicana/data=!4m7!3m6!1s0x87d561e60fa35ad5:0xfceb6766df5813c0!8m2!3d34.9341497!4d-90.0093201!16s%2Fg%2F1tkjlr2r!19sChIJ1VqjD-Zh1YcRwBNY32Zn6_w?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"1100 Church Rd W #117, Southaven, MS 38671, United States"
Pho Haven Vietnamese Cuisine - Getwell,https://pos.chowbus.com/online-ordering/store/Pho-Haven-Vietnamese-Cuisine/22412?referrer=google_food_ordering,,+1 662-420-7148,https://www.google.com/maps/place/Pho+Haven+Vietnamese+Cuisine+-+Getwell/data=!4m7!3m6!1s0x887f89515ec89983:0x2ccf1d947f6326f7!8m2!3d34.9565455!4d-89.935943!16s%2Fg%2F11xglsn66t!19sChIJg5nIXlGJf4gR9yZjf5Qdzyw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6582 Getwell Rd Ste A, Southaven, MS 38672, United States"
Abbays,http://abbays.com/,,+1 662-510-5532,https://www.google.com/maps/place/Abbays/data=!4m7!3m6!1s0x887f89e416d17c11:0x53e5a9746e55d3eb!8m2!3d34.96393!4d-89.99396!16s%2Fg%2F1261tkwqd!19sChIJEXzRFuSJf4gR69NVbnSp5VM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"7084 Southcrest Pkwy, Southaven, MS 38671, United States"
Tekila Modern Mexican,https://www.tekilamodernmx.com/,tekilasouthaven@gmail.com,+1 662-510-5734,https://www.google.com/maps/place/Tekila+Modern+Mexican/data=!4m7!3m6!1s0x887f890f1907af0b:0xe02e49ed0247c358!8m2!3d34.9528961!4d-89.9374465!16s%2Fg%2F11snr4gqtx!19sChIJC68HGQ-Jf4gRWMNHAu1JLuA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6343 Getwell Rd, Southaven, MS 38672, United States"
Milano's N.Y. Pizza,https://milanosnypizza.shop/,milanosnypizza.shop@gmail.com,+1 662-349-8111,https://www.google.com/maps/place/Milano%27s+N.Y.+Pizza/data=!4m7!3m6!1s0x887f89ef91dc71db:0x2528d6cbcd75164!8m2!3d34.9633144!4d-89.9912745!16s%2Fg%2F1tdwqw1z!19sChIJ23Hcke-Jf4gRZFHXvGyNUgI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"7065 Airways Blvd, Southaven, MS 38671, United States"
bites & treats,,,+1 662-280-5022,https://www.google.com/maps/place/bites+%26+treats/data=!4m7!3m6!1s0x87d563adbfbcc477:0x2024d49d77a965ce!8m2!3d34.9776894!4d-90.0155363!16s%2Fg%2F11t106gz5_!19sChIJd8S8v61j1YcRzmWpd53UJCA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"8016 US-51, Southaven, MS 38671, United States"
Olive Garden Italian Restaurant,https://www.olivegarden.com/locations/ms/southaven/southaven-airways/1667?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:southaven-ms-1667_pl:locurl_rd:1520,,+1 662-536-3350,https://www.google.com/maps/place/Olive+Garden+Italian+Restaurant/data=!4m7!3m6!1s0x887f89f01174180f:0xbe97c650b9f48fa3!8m2!3d34.95717!4d-89.990734!16s%2Fg%2F1tw1flg2!19sChIJDxh0EfCJf4gRo4_0uVDGl74?authuser=0&hl=en&g_ep=EgoyMDI2MDkwNi4wIJJjKgBIAVAD&rclk=1,"6615 Airways Blvd, Southaven, MS 38671, United States"
